Time (ns),Distance (Å)
4.8325,9.049695937305403
4.835,8.949153065922028
4.8375,9.001662108779438
4.84,8.929972113524087
4.8425,8.707140775525929
4.845,8.905502564373863
4.8475,8.85597476839277
4.85,8.389502020766024
4.8525,8.844501896901038
4.855,9.007052991273564
4.8575,8.807192193689497
4.86,9.217689645135955
4.8625,8.967742963713372
4.865,8.96670043741849
4.8675,8.912279625502427
4.87,9.044723007616295
4.8725,8.933732368384561
4.875,8.798739370700044
4.8775,8.904682607751422
4.88,9.153639667020828
4.8825,9.153983918166587
4.885,9.051726089667484
4.8875,8.982769150005346
4.89,9.025146951954689
4.8925,8.968076375519734
4.895,9.054166796584598
4.8975,9.151977221185795
4.9,9.198310284621682
4.9025,9.034484191564276
4.905,9.124629902621624
4.9075,8.821200652426999
4.91,8.698972508458182
4.9125,8.961211063691131
4.915,8.974413113277249
4.9175,8.788474502446752
4.92,9.023798716668272
4.9225,8.99614284839299
4.925,8.787607193076603
4.9275,8.804847596949033
4.93,8.796554826085872
4.9325,8.649865845686184
4.935,8.987261001673163
4.9375,9.048834792573203
4.94,9.072014945679573
4.9425,9.054878835939679
4.945,8.863526385999988
4.9475,9.12591775182651
4.95,8.82163342932182
4.9525,9.136221107305383
4.955,9.025509273952729
4.9575,8.942335098478031
4.96,9.062878269048575
4.9625,8.970047886903068
4.965,9.074818967468227
4.9675,9.08183958333599
4.97,9.147446238150026
4.9725,8.795255128257159
4.975,8.931614615640418
4.9775,8.881160585798781
4.98,8.749577915901902
4.9825,9.086986650189008
4.985,8.949618269853895
4.9875,9.013545770113705
4.99,8.973055293347072
4.9925,9.042572861533953
4.995,9.214351478073427
4.9975,8.977474789245178
5.0,8.947005787498343
5.0025,9.079150120544595
5.005,8.808322717115795
5.0075,8.613182724397971
5.01,8.81322590496485
5.0125,8.561058140354008
5.015,8.90756664490393
5.0175,8.711251031959987
5.02,8.434156505336164
5.0225,8.799461267738147
5.025,8.345898505010787
5.0275,8.592419511019369
5.03,8.852687777207453
5.0325,8.933873394427339
5.035,8.811810730372631
5.0375,8.818119445602687
5.04,8.535394144715701
5.0425,8.630031307372423
5.045,8.600343764769502
5.0475,8.37552255903877
5.05,8.638226207120407
5.0525,8.5575006364623
5.055,8.66877532645823
5.0575,8.78372404067947
5.06,8.437371820207728
5.0625,8.392450487913496
5.065,8.858360759815415
5.0675,8.55729444803102
5.07,8.6907347902748
5.0725,8.995357847328602
5.075,8.893200619704267
5.0775,8.766555677317573
5.08,8.785424659121123
5.0825,8.88318169104075
5.085,8.68709658104278
5.0875,8.69074458900984
5.09,8.62017303860705
5.0925,8.629654889029274
5.095,8.444869577228852
5.0975,8.90838116224369
5.1,8.84431721147461
5.1025,8.290970587891369
5.105,8.512207767483764
5.1075,8.847335788159567
5.11,8.818213446736774
5.1125,8.93988158491914
5.115,8.885124301259516
5.1175,9.079531923149002
5.12,9.08713765820683
5.1225,9.375550909810663
5.125,8.953310121337037
5.1275,8.90547032838689
5.13,9.093919896840521
5.1325,8.77209527737236
5.135,8.991338459416786
5.1375,9.084985743122475
5.14,8.796546597639106
5.1425,8.973510487103132
5.145,8.776952597419372
5.1475,9.150928928360736
5.15,8.865098575134498
5.1525,8.993877145486467
5.155,8.842704909218645
5.1575,8.621609579628602
5.16,8.493296350497042
5.1625,8.72757294138388
5.165,9.028449394438956
5.1675,8.89558227886396
5.17,8.6558976890425
5.1725,9.045962628376246
5.175,8.799878137679771
5.1775,9.358581525056726
5.18,9.05927524201973
5.1825,9.034291128122328
5.185,8.932843075194286
5.1875,8.828800396455433
5.19,9.025419851578318
5.1925,9.170577098286124
5.195,8.804982355612413
5.1975,9.005231427684139
5.2,8.96641443275475
5.2025,9.165334507258533
5.205,8.978615835882978
5.2075,9.019390873781491
5.21,9.185048195442487
5.2125,9.116676815928905
5.215,8.70556732688486
5.2175,8.94932433229793
5.22,9.00414516823371
5.2225,8.985445625676638
5.225,8.785732783342635
5.2275,8.857526760005989
5.23,8.850341907110815
5.2325,9.007224711070576
5.235,8.966920336444563
5.2375,8.806302620904546
5.24,9.053521459871526
5.2425,8.989611332510849
5.245,8.84523322983357
5.2475,8.8372484589823
5.25,8.944825678097233
5.2525,8.537554886269755
5.255,8.5270693149213
5.2575,8.537147882155281
5.26,8.788478948112273
5.2625,8.833974320021227
5.265,8.795504525698368
5.2675,8.623509945106676
5.27,8.909382362208623
5.2725,8.755508787481606
5.275,9.075132495882043
5.2775,9.011418899316379
5.28,8.946958690726044
5.2825,9.054173076006387
5.285,8.94999640776046
5.2875,8.893391048640682
5.29,9.036986743944954
5.2925,9.135936231350145
5.295,9.273244763708224
5.2975,9.066975883355912
5.3,9.042993605981652
5.3025,9.061525292455652
5.305,8.924039723555355
5.3075,8.764309981591163
5.31,8.907092491596012
5.3125,9.046244993388461
5.315,8.87180121881494
5.3175,8.8740053754765
5.32,8.90910362231208
5.3225,8.865263799400012
5.325,9.027315384819937
5.3275,9.064794994720385
5.33,8.957012242775757
5.3325,9.017148841517244
5.335,8.97989993269115
5.3375,9.143332812005312
5.34,8.904547929408995
5.3425,9.039082654618214
5.345,8.902621556611823
5.3475,8.973901407017692
5.35,8.730809109909604
5.3525,8.84523533522912
5.355,9.08170599745166
5.3575,8.85855730464367
5.36,9.046075402862833
5.3625,8.954512237597068
5.365,8.911977245398544
5.3675,8.829514754812383
5.37,8.63395062810104
5.3725,8.787725842865335
5.375,9.095086815173874
5.3775,8.894619637526317
5.38,8.989837792933491
5.3825,8.983825189054723
5.385,8.857687497445223
5.3875,8.731124674134982
5.39,9.002768595754661
5.3925,8.825129100308438
5.395,8.986866420211042
5.3975,9.201810374398953
5.4,9.104707405986991
5.4025,8.939504287066175
5.405,9.213145379604814
5.4075,8.930632768276276
5.41,8.733861107843389
5.4125,8.85025102215812
5.415,8.981876244643551
5.4175,8.891959767351842
5.42,8.64249128533445
5.4225,8.808251433824811
5.425,9.012540225549444
5.4275,8.757467197504191
5.43,9.155825454916073
5.4325,8.888845735227168
5.435,9.142839512058114
5.4375,8.95575452855429
5.44,8.968669720443991
5.4425,8.960459069602067
5.445,9.129474691606354
5.4475,8.93593283171192
5.45,9.054575750796143
5.4525,8.565888380656556
5.455,8.617740695643402
5.4575,8.799140714115858
5.46,9.238586973195448
5.4625,8.913924991030761
5.465,9.0061011321425
5.4675,8.738535896714108
5.47,9.027779159274425
5.4725,8.858362880269915
5.475,9.224304050832957
5.4775,8.478302504637222
5.48,8.79468848262654
5.4825,8.54534716275279
5.485,9.189501503669122
5.4875,9.084977722420998
5.49,8.712061751672199
5.4925,8.908990506733257
5.495,8.894908742543306
5.4975,8.965113283057706
5.5,8.938772819480551
5.5025,8.98784541232415
5.505,8.953293442193335
5.5075,9.333488550235193
5.51,8.909499664698307
5.5125,8.917066945282581
5.515,9.005962033692114
5.5175,9.138682871905736
5.52,9.140882607166994
5.5225,9.029969128058532
5.525,8.793632818491814
5.5275,8.798009859786427
5.53,8.784125554595708
5.5325,8.875229721668337
5.535,8.874838109214213
5.5375,8.66531206220906
5.54,8.704717045409163
5.5425,9.033100359479931
5.545,8.882215942952135
5.5475,8.929980542986462
5.55,8.906341984636308
5.5525,9.018980602107701
5.555,8.78715135778877
5.5575,8.955477847630043
5.56,8.813999929475203
5.5625,9.00557143894595
5.565,8.992019208446873
5.5675,8.980364703843026
5.57,8.692024795292394
5.5725,8.90377936992049
5.575,8.818740293032736
5.5775,8.980767899657696
5.58,8.765149332588852
5.5825,9.150239293050195
5.585,9.027348311226271
5.5875,9.00981222814565
5.59,8.820591190894133
5.5925,8.826393394581721
5.595,9.060304712435748
5.5975,8.976482538514963
5.6,8.913134531170288
5.6025,8.977774563369765
5.605,9.071323172729905
5.6075,9.014644623460958
5.61,8.826561470275664
5.6125,9.063122348394355
5.615,8.719525467905253
5.6175,9.123040961289494
5.62,8.86225714588807
5.6225,8.880365886080314
5.625,8.947543328342963
5.6275,8.679550792445486
5.63,9.013018774168778
5.6325,9.091218235233788
5.635,8.992015938416513
5.6375,8.885873020895826
5.64,8.896298125417504
5.6425,8.818353293556955
5.645,8.876305326505696
5.6475,8.928280575323706
5.65,8.756740761817436
5.6525,8.672401585183023
5.655,8.819083207166921
5.6575,8.652420492700125
5.66,9.289505372047937
5.6625,9.090507154462312
5.665,8.9325832389289
5.6675,8.383044843236421
5.67,8.880008379110723
5.6725,8.940540778452757
5.675,9.0964990257957
5.6775,8.6755854486446
5.68,8.950279636151429
5.6825,8.93975471064839
5.685,8.618539346248493
5.6875,8.873018923282451
5.69,8.957795581531151
5.6925,8.99955559393254
5.695,8.950787777255156
5.6975,8.90165073888249
5.7,9.438586589289232
5.7025,8.939429692241145
5.705,8.885265810274102
5.7075,8.91771530925394
5.71,8.707949495616855
5.7125,8.870752042746703
5.715,9.154973231787052
5.7175,9.092994673383684
5.72,8.992111001200685
5.7225,8.928979788083238
5.725,9.05636409485445
5.7275,9.03679651738981
5.73,8.788090322628245
5.7325,8.993051212108176
5.735,9.081501656306909
5.7375,8.392015313341673
5.74,8.179274036628465
5.7425,8.521613888436054
5.745,8.299160495270646
5.7475,8.663083643721826
5.75,9.043072974680523
5.7525,8.77635946589863
5.755,9.115323234070365
5.7575,9.155949007960293
5.76,8.926072222889758
5.7625,9.106661949956894
5.765,8.794331999987392
5.7675,8.867586449711615
5.77,9.153681278087
5.7725,9.119002743075958
5.775,8.754418379160883
5.7775,8.802467243459652
5.78,8.556618886149975
5.7825,8.79512096373505
5.785,8.788917723802506
5.7875,8.728057565109975
5.79,8.564893229946932
5.7925,8.578281766838657
5.795,8.824452939827262
5.7975,8.844560672522926
5.8,8.897665005203255
5.8025,9.020718572608148
5.805,8.878624165333585
5.8075,9.031735648342384
5.81,8.700286304814782
5.8125,8.875053886790393
5.815,9.133833452017598
5.8175,8.753214369207692
5.82,8.913272830955366
5.8225,8.793565841212747
5.825,8.623371588052171
5.8275,8.86729177610808
5.83,9.026036983960841
5.8325,8.96274980036978
5.835,8.810551124214546
5.8375,8.748224306020159
5.84,8.960160777611964
5.8425,8.922603409041733
5.845,9.163662110505085
5.8475,8.124985181764316
5.85,8.57648914758146
5.8525,8.634729062897314
5.855,8.919021855986172
5.8575,8.415856435949978
5.86,8.671446807937965
5.8625,8.731812399323854
5.865,8.953848440953118
5.8675,8.606076862127624
5.87,8.914011614900348
5.8725,9.001606487706983
5.875,8.929534069828183
5.8775,9.044348651630278
5.88,8.92095468569851
5.8825,8.76764277141554
5.885,9.00162132626611
5.8875,8.875529081781655
5.89,8.742280191199027
5.8925,8.830430910977368
5.895,8.751719789320733
5.8975,8.782210728515484
5.9,9.079173356919373
5.9025,8.75748108228749
5.905,8.89325346555302
5.9075,8.756031722434333
5.91,8.95982286037016
5.9125,8.934412538557037
5.915,8.914136920833476
5.9175,8.99966648188888
5.92,9.24016329152889
5.9225,9.009794938799356
5.925,8.861839110314556
5.9275,8.98420419544862
5.93,9.132298377794532
5.9325,8.720324465149947
5.935,8.823387677206092
5.9375,8.893039731303471
5.94,8.900931804006841
5.9425,8.904417531338458
5.945,8.95478857663221
5.9475,8.978399958452616
5.95,8.974073527775762
5.9525,8.571603842644777
5.955,9.056243686037272
5.9575,8.93960732131781
5.96,8.69498893697945
5.9625,8.951762599461711
5.965,9.218230821294755
5.9675,9.064005263748484
5.97,8.906230147010655
5.9725,8.929635033161569
5.975,9.0694015305589
5.9775,8.83545873005904
5.98,8.926443794351275
5.9825,8.846131682934546
5.985,9.096301855220752
5.9875,8.857211175512306
5.99,9.103241660000254
5.9925,9.063080934153001
5.995,9.023107355695453
5.9975,8.655230715439487
6.0,8.660070218260168
6.0025,8.392527175736033
6.005,8.826149782826542
6.0075,8.829560238805616
6.01,8.890815745998518
6.0125,8.945247614679102
6.015,8.99643352677726
6.0175,8.782875629077752
6.02,8.836178531992086
6.0225,8.880167711169431
6.025,8.949293163313284
6.0275,8.87364841934204
6.03,8.827937395007893
6.0325,9.094286378821444
6.035,9.079434972994285
6.0375,9.091892397104028
6.04,9.08618218423617
6.0425,8.98595600074997
6.045,8.906931483646286
6.0475,9.025913136779549
6.05,8.803303133966677
6.0525,9.05554181173388
6.055,8.786325812787878
6.0575,8.59456586365248
6.06,8.684772147186465
6.0625,9.187127380148093
6.065,8.898424745046821
6.0675,8.904943550586008
6.07,9.122438542218326
6.0725,8.809658751166538
6.075,8.716498208674853
6.0775,8.866185558456056
6.08,8.940711493666782
6.0825,9.001704500444028
6.085,9.034746195842231
6.0875,8.880558031486277
6.09,8.833802827638038
6.0925,8.639320833389938
6.095,8.841276859383026
6.0975,9.047493164374933
6.1,8.824582157761517
6.1025,8.804337392427007
6.105,8.893576493176395
6.1075,8.8948343123779
6.11,9.098077841957686
6.1125,8.745476537619595
6.115,9.080643679130006
6.1175,8.611854168532926
6.12,9.093346822162411
6.1225,9.000665834064547
6.125,9.374542522874199
6.1275,9.007358969219796
6.13,8.983082425454246
6.1325,9.026684975825376
6.135,8.941667483923409
6.1375,8.994143128288304
6.14,8.820096847732605
6.1425,8.914292623716497
6.145,8.844740053107634
6.1475,9.054507410165838
6.15,8.844118932263717
6.1525,9.059433950494672
6.155,9.032148016792682
6.1575,9.14468605410604
6.16,8.738225391071714
6.1625,8.842931714317405
6.165,8.860610920492922
6.1675,8.970403734862472
6.17,9.060198041203838
6.1725,9.069271816664383
6.175,9.00134574883094
6.1775,8.712761412076334
6.18,8.912786570924176
6.1825,9.057964862277414
6.185,8.887126048408428
6.1875,8.843083217922844
6.19,8.95676446403304
6.1925,9.014903874045718
6.195,9.331191026405385
6.1975,8.75459441700657
6.2,9.04419385367968
6.2025,8.629026669975275
6.205,8.698901413270502
6.2075,8.528930762328754
6.21,8.70753798010878
6.2125,9.092562151770451
6.215,8.916856073275344
6.2175,8.90693457962626
6.22,8.955107781304811
6.2225,8.908001165696154
6.225,8.929241206488461
6.2275,9.00815878270032
6.23,9.327646436258295
6.2325,9.17763685773008
6.235,8.784366390984752
6.2375,8.802517644831852
6.24,8.8967893079085
6.2425,9.03660193645526
6.245,8.729470660536174
6.2475,9.031109296567386
6.25,9.038299036130391
6.2525,9.058255093540813
6.255,8.881454901000046
6.2575,8.790680977740772
6.26,8.988571569898873
6.2625,9.128862035071256
6.265,8.931340827436633
6.2675,8.725283739815525
6.27,8.862447070523372
6.2725,8.57910597490642
6.275,8.776752420466545
6.2775,8.85298934021349
6.28,8.287328951723003
6.2825,8.72159170749703
6.285,8.481619517992652
6.2875,8.755187000121264
6.29,8.930600421321499
6.2925,8.78461486820213
6.295,9.24499857442222
6.2975,9.036357313725464
6.3,9.07711951945714
6.3025,8.853316317489218
6.305,8.725165218473233
6.3075,8.824829251348032
6.31,9.188592296838955
6.3125,8.762744716542215
6.315,8.791078317936357
6.3175,9.042700703436024
6.32,9.094863654491967
6.3225,8.849442194545876
6.325,8.806722405155224
6.3275,8.852793805123389
6.33,8.691155278268852
6.3325,9.022551332809739
6.335,8.918298833081463
6.3375,8.866658662358688
6.34,9.009884740817455
6.3425,8.952329266954441
6.345,8.857599373805515
6.3475,8.80968718262154
6.35,8.86846936731738
6.3525,9.071398844585834
6.355,8.833401251346356
6.3575,8.80336455132579
6.36,8.764253627780805
6.3625,9.061203988162942
6.365,9.143353167768792
6.3675,8.932353188278624
6.37,9.01122328667485
6.3725,9.183345402893348
6.375,9.038607452447778
6.3775,8.837435713341948
6.38,8.819237365096896
6.3825,8.872888938954118
6.385,8.930208411925607
6.3875,8.870929894549928
6.39,8.624402829978074
6.3925,8.663125378439998
6.395,8.800561588861749
6.3975,9.035440316691533
6.4,8.980819290571839
6.4025,8.888523706019182
6.405,9.182999759175715
6.4075,9.028362126752882
6.41,8.628101035588411
6.4125,8.807191554179314
6.415,8.851009419926074
6.4175,9.130477272681725
6.42,9.056325810298793
6.4225,9.016170996076754
6.425,8.92518584682984
6.4275,8.993296327252269
6.43,8.875838362720229
6.4325,9.079235682707267
6.435,9.07232253693813
6.4375,8.899221070071015
6.44,9.055456039457992
6.4425,9.052011454412368
6.445,8.9284436438963
6.4475,9.037591870254543
6.45,8.985100102354345
6.4525,8.976293745864126
6.455,8.894914495044828
6.4575,9.025732930690538
6.46,8.928408826669635
6.4625,8.744482479745765
6.465,9.027736506153932
6.4675,9.13736527240605
6.47,8.982389031355698
6.4725,8.998751244853205
6.475,9.029865762383201
6.4775,8.870642030312757
6.48,8.941777730655696
6.4825,8.937048976376765
6.485,8.988003614823583
6.4875,9.046750771615237
6.49,8.802782342748056
6.4925,8.982098590101883
6.495,8.955110625662476
6.4975,9.082160304296675
6.5,9.278736058847885
6.5025,8.877734323943574
6.505,9.150855546352563
6.5075,9.018123236900818
6.51,8.94071587542134
6.5125,9.057757188183668
6.515,8.883498979317721
6.5175,8.89391957446759
6.52,9.032035675776305
6.5225,8.854908163405158
6.525,8.884424449555722
6.5275,9.110139515283022
6.53,9.102930196031645
6.5325,9.17652574101184
6.535,8.956258922847544
6.5375,8.646864552679736
6.54,9.360618419814674
6.5425,8.71331329779986
6.545,8.791568201401944
6.5475,9.033197685954104
6.55,9.009027496239073
6.5525,9.14167466014043
6.555,8.707274895976935
6.5575,8.819891004531854
6.56,8.95639281384289
6.5625,8.650559714382817
6.565,8.973091415955807
6.5675,9.05679063563688
6.57,8.84878949909999
6.5725,8.68496586704177
6.575,8.858360930251889
6.5775,9.029913566762131
6.58,8.837610968649033
6.5825,8.977530875510444
6.585,8.835988445649424
6.5875,9.105387925083514
6.59,8.904950360441196
6.5925,8.98559892737547
6.595,8.756994078921538
6.5975,8.943920477261948
6.6,8.683791407035208
6.6025,8.718137393372425
6.605,9.18538842301448
6.6075,9.106447549840698
6.61,8.933629121283902
6.6125,8.896906645868176
6.615,8.60869302931074
6.6175,8.724389268363241
6.62,8.54280630896251
6.6225,9.04887207522031
6.625,9.060523671452533
6.6275,8.918845563919406
6.63,8.968491022440695
6.6325,8.862942493037478
6.635,9.156537919426741
6.6375,9.04717056857559
6.64,9.10347877276109
6.6425,8.923621820539626
6.645,9.07895478008426
6.6475,8.885692562466602
6.65,8.924910178193462
6.6525,9.095682898732484
6.655,8.91282669684662
6.6575,8.786206094997022
6.66,9.058438793284639
6.6625,8.56892443955236
6.665,8.978244317811603
6.6675,9.08095418648889
6.67,8.936943846964175
6.6725,9.01389970576724
6.675,9.006223455649764
6.6775,9.013863342483441
6.68,9.01261637227419
6.6825,8.987910479351093
6.685,9.065872977563732
6.6875,9.040800935300558
6.69,8.724118615319915
6.6925,9.048103951324537
6.695,8.810302155364772
6.6975,8.689074180425406
6.7,8.893077968285635
6.7025,8.919022101375209
6.705,8.869096199145348
6.7075,8.68286568278996
6.71,8.990546841118613
6.7125,9.234428742870211
6.715,9.190273200632259
6.7175,8.916892141124235
6.72,8.917632702184626
6.7225,8.932443361139878
6.725,8.856966321287224
6.7275,9.150089106535344
6.73,8.769642593448857
6.7325,8.823088038887619
6.735,8.974650883396768
6.7375,8.826032119936572
6.74,8.874714447479684
6.7425,8.890051528074856
6.745,8.819122200632954
6.7475,8.782285528982099
6.75,8.952074864758988
6.7525,8.919247644758505
6.755,8.813554237343132
6.7575,8.769935229523933
6.76,8.935356580354926
6.7625,8.9778858808429
6.765,9.27854703342692
6.7675,8.914603918633748
6.77,9.068550303743205
6.7725,8.987848596090345
6.775,8.935307753531054
6.7775,8.87718546409884
6.78,8.947230935828026
6.7825,8.862849890504572
6.785,8.850882703807619
6.7875,8.84137337272203
6.79,8.993463774402874
6.7925,8.950520473088087
6.795,8.983129998044056
6.7975,8.725028449239545
6.8,8.88420746877601
6.8025,8.964246073365643
6.805,8.881717339039678
6.8075,9.047570485593724
6.81,9.157129180200528
6.8125,8.744065055524036
6.815,8.838656242215642
6.8175,8.84707700000901
6.82,9.204092049126182
6.8225,8.95592451435559
6.825,8.90686363350936
6.8275,8.652365837319628
6.83,8.740634932953373
6.8325,8.939916953930963
6.835,8.853630042925754
6.8375,8.953959798953127
6.84,8.444551526916875
6.8425,8.602989592158464
6.845,8.761514380311002
6.8475,8.444821852521299
6.85,8.619467674731911
6.8525,8.810823963887344
6.855,9.103807131189347
6.8575,9.072519814438943
6.86,9.132292248703282
6.8625,8.965493117682092
6.865,8.86379442058501
6.8675,8.998327578147835
6.87,9.019163802941623
6.8725,8.864702192085486
6.875,8.754303605977933
6.8775,8.689928069899832
6.88,9.026228690755953
6.8825,8.970898183506046
6.885,8.788750660040062
6.8875,8.942361511881227
6.89,9.21117412096767
6.8925,9.137570752946603
6.895,8.782697098627134
6.8975,9.4116559524562
6.9,9.047755216948687
6.9025,9.092357147824703
6.905,9.010474603845443
6.9075,8.835536664012885
6.91,8.933177101428567
6.9125,8.838967761039425
6.915,8.739648304068595
6.9175,9.216147121018208
6.92,8.831043183381393
6.9225,8.853212700665036
6.925,8.979865122503515
6.9275,8.804776202237614
6.93,8.79178019015581
6.9325,8.637306575099075
6.935,8.919114538845095
6.9375,8.772350492893514
6.94,8.623017771049131
6.9425,9.096056772262585
6.945,9.215086615036514
6.9475,8.969894568560758
6.95,8.939585353014138
6.9525,8.827524125153317
6.955,8.690204661611547
6.9575,8.700283988966724
6.96,8.774828024324162
6.9625,9.205762128642515
6.965,8.840108884167385
6.9675,8.817601242800396
6.97,8.96889225949444
6.9725,8.716614411391166
6.975,9.139442351485743
6.9775,8.765901689185158
6.98,8.746574631753534
6.9825,9.056503429824332
6.985,8.957200935665831
6.9875,8.998645616074318
6.99,8.924006494001707
6.9925,9.183988032721267
6.995,8.960989443153077
6.9975,9.120249452017088
7.0,9.003475055493105
7.0025,8.864431277276207
7.005,8.857105050841966
7.0075,8.980338577725705
7.01,8.592492396432952
7.0125,8.94696840152627
7.015,9.094447303238546
7.0175,9.044783586410343
7.02,8.897220349491674
7.0225,8.751430853849794
7.025,9.072629499309516
7.0275,9.050002010603896
7.03,8.629560979523202
7.0325,8.853570352226201
7.035,8.965254632131805
7.0375,8.820097088662271
7.04,8.723590540861277
7.0425,9.024060716761532
7.045,8.829254301757816
7.0475,8.864281799508484
7.05,8.832311988947122
7.0525,8.993351009306357
7.055,9.027392601435956
7.0575,9.037624197764824
7.06,8.787161344801508
7.0625,8.813321157140312
7.065,8.853347617815729
7.0675,8.910494431132712
7.07,8.732029434894827
7.0725,8.915073704463635
7.075,8.935920023909498
7.0775,9.115705636960609
7.08,9.289600575142408
7.0825,9.106907214930015
7.085,8.981055735919968
7.0875,8.878940849990013
7.09,9.04701198617467
7.0925,9.033831697403853
7.095,9.09729538924077
7.0975,8.782721523287032
7.1,8.962613421896688
7.1025,8.481091917558981
7.105,8.29792433882118
7.1075,8.263391138658964
7.11,8.500592609632948
7.1125,8.645940378690632
7.115,8.803615975102758
7.1175,8.71169751927078
7.12,8.143088562274563
7.1225,8.717273458697221
7.125,8.790840153690857
7.1275,8.480520116140008
7.13,8.570394449772456
7.1325,8.782678284757953
7.135,8.782997708597689
7.1375,8.750342010661873
7.14,8.695296339191378
7.1425,8.148134638968777
7.145,8.58583927886872
7.1475,8.340544360277082
7.15,8.859045289771604
7.1525,8.5859666671109
7.155,8.623898699480177
7.1575,8.35313931823546
7.16,8.56720257915632
7.1625,8.139250639886098
7.165,8.67316116593939
7.1675,8.57216527994588
7.17,8.256136394075398
7.1725,8.844365857667297
7.175,8.833256639367683
7.1775,8.739986590458201
7.18,8.95579320962569
7.1825,8.787311647566133
7.185,8.615300889690896
7.1875,8.805704531671342
7.19,8.90055368134898
7.1925,9.030026197727608
7.195,8.967886307268278
7.1975,8.956635823242609
7.2,9.123051777728096
7.2025,8.950676109929457
7.205,8.903017660518422
7.2075,8.91571168650019
7.21,9.172438067419112
7.2125,8.978404558534354
7.215,8.99276898699721
7.2175,8.834726604833445
7.22,8.907851516464369
7.2225,8.957342765414054
7.225,9.136567606263046
7.2275,8.963293684714523
7.23,8.877458028430711
7.2325,8.942812501545859
7.235,9.060118811189932
7.2375,9.205534547979333
7.24,8.988043933815723
7.2425,8.798700991935407
7.245,8.943131960230769
7.2475,8.904715467976121
7.25,8.86515366219511
7.2525,8.85684858959793
7.255,9.039725547738213
7.2575,8.822340586491368
7.26,8.911620535702747
7.2625,8.912989474470127
7.265,8.940583945817842
7.2675,9.043544716939726
7.27,8.683440865016362
7.2725,9.064263062008312
7.275,8.93880272531611
7.2775,8.948869196233833
7.28,9.056469031716933
7.2825,9.17380246548679
7.285,8.692772065535335
7.2875,8.875158928989626
7.29,8.926646570945252
7.2925,8.974348379485065
7.295,9.194701650201564
7.2975,8.93229090857202
7.3,9.054025384503104
7.3025,9.253628617801871
7.305,8.821724745157589
7.3075,8.844720500976509
7.31,9.006630901996353
7.3125,8.967886684266821
7.315,8.885970444659376
7.3175,9.006415594440854
7.32,9.134560285792102
7.3225,9.152792965124375
7.325,8.9298441718413
7.3275,9.320416654182022
7.33,8.73732717311648
7.3325,9.130481924302147
7.335,8.901589949690589
7.3375,9.028888536825066
7.34,9.003748815498145
7.3425,9.061674937677424
7.345,9.044217322238488
7.3475,8.383676312324479
7.35,8.626338430811852
7.3525,8.933250015135219
7.355,9.025666673225325
7.3575,8.935439680194529
7.36,9.025266339019863
7.3625,8.951446918606218
7.365,8.999608376103316
7.3675,9.014583446212782
7.37,9.101650889107114
7.3725,8.956037268083614
7.375,9.263939974504884
7.3775,8.699527108655724
7.38,8.858520813045159
7.3825,9.05938671353057
7.385,8.895642423241515
7.3875,9.120075211932903
7.39,9.235231864936699
7.3925,9.09855826532788
7.395,9.205351214132664
7.3975,8.987625019721204
7.4,9.11180464731383
7.4025,9.16869157927037
7.405,8.977826362762407
7.4075,8.681492156618596
7.41,8.63780818132248
7.4125,8.788724612631519
7.415,8.925263204636162
7.4175,9.027770091745678
7.42,8.779494969840739
7.4225,8.569450149748482
7.425,9.377819095350675
7.4275,8.789858823323563
7.43,8.844578581078796
7.4325,9.028379232935551
7.435,8.84385974761195
7.4375,9.080498161321216
7.44,8.901181023179468
7.4425,8.749141275513304
7.445,8.799235868299375
7.4475,8.843281740255344
7.45,8.97533052240557
7.4525,8.860305226259168
7.455,8.95565837043051
7.4575,8.9471615941789
7.46,8.899409348095096
7.4625,8.71570468249752
7.465,8.95618956474097
7.4675,8.884199135094526
7.47,8.926140734659828
7.4725,8.951463100873665
7.475,9.05937675314842
7.4775,8.782317514004804
7.48,8.627825204180239
7.4825,8.64422868782694
7.485,8.521051982187757
7.4875,8.905775458979765
7.49,9.114193049004701
7.4925,9.034853196650454
7.495,9.070291384959612
7.4975,9.103282939715195
7.5,9.167127270937481
7.5025,8.8100908608423
7.505,8.978876189412722
7.5075,8.819847779604828
7.51,8.86875178996587
7.5125,8.99084717308458
7.515,8.85677815145198
7.5175,8.855795135468325
7.52,8.909442616654259
7.5225,8.99751717170984
7.525,8.729820829965744
7.5275,8.967021523312948
7.53,9.042417080576064
7.5325,8.602146278823069
7.535,8.866503752016651
7.5375,8.9833531912029
7.54,8.876224170277927
7.5425,8.957815181165973
7.545,8.611917894114882
7.5475,8.47911695115338
7.55,8.74071211346423
7.5525,8.756016239086184
7.555,9.046247802346334
7.5575,8.849457126232103
7.56,8.877729150587601
7.5625,8.748376700477879
7.565,9.033849720277685
7.5675,8.818576401647267
7.57,8.730477765145812
7.5725,9.025574571250575
7.575,8.93954555177039
7.5775,9.054906065869709
7.58,9.205899870711791
7.5825,9.11970347159029
7.585,9.0512168331471
7.5875,9.02491383598039
7.59,8.80609908414978
7.5925,8.950142035927366
7.595,8.965784549292241
7.5975,9.018656869395054
7.6,9.247897994511739
7.6025,8.913784217145691
7.605,8.860571283019524
7.6075,8.85383975367781
7.61,8.786499595931915
7.6125,8.941822419240026
7.615,8.73787415190761
7.6175,8.892265589212304
7.62,8.908747639706354
7.6225,8.975357166817647
7.625,8.528262124163444
