Frame,Donor ID,Hydrogen ID,Acceptor ID,Distance (Å),Angle (Degrees)
117.0,1117.0,1118.0,16.0,3.1780661410442037,161.81258884092912
119.0,1117.0,1118.0,16.0,2.7039380654526286,165.51841329698522
121.0,1117.0,1119.0,16.0,2.974039489345512,166.73561798546208
124.0,1117.0,1118.0,16.0,2.833250053520428,172.37265739461748
126.0,1117.0,1118.0,16.0,2.9621981324637017,164.65556800814227
127.0,1117.0,1118.0,16.0,2.6419853840406433,169.01681929121176
129.0,1117.0,1118.0,16.0,2.7412766742006305,170.57069980707556
130.0,1117.0,1118.0,16.0,3.0816391290937224,173.33183351547814
131.0,1117.0,1119.0,16.0,2.833600648283552,175.82930391217465
132.0,1117.0,1119.0,16.0,2.6902049423088537,170.1300676345066
134.0,1117.0,1119.0,16.0,3.0650430999132285,158.63645536029222
136.0,1117.0,1119.0,16.0,2.675234303685007,165.8337407004391
137.0,1117.0,1119.0,16.0,2.678957603266444,151.12559342460048
138.0,1117.0,1119.0,16.0,2.7622620316206787,163.72596289795158
139.0,1117.0,1119.0,16.0,3.2654687565160594,158.24705662653386
140.0,1117.0,1119.0,16.0,3.3188229038337047,170.72941172811207
141.0,1117.0,1119.0,16.0,3.0668732794788545,157.60399397861556
141.0,11353.0,11354.0,16.0,2.9476274426565494,152.7738379051302
143.0,51358.0,51360.0,16.0,3.029734261842024,158.63629594427206
145.0,1117.0,1119.0,16.0,2.9735653740651564,166.193093862231
149.0,1117.0,1119.0,16.0,2.764942514767253,160.62005924204573
152.0,58120.0,58122.0,16.0,3.0202818043179747,164.04325280636377
153.0,58120.0,58122.0,16.0,3.0770426336153256,161.93803599204057
156.0,49606.0,49607.0,16.0,3.1670339223046047,169.1158325854306
157.0,58120.0,58122.0,16.0,2.7632225954873237,176.3223076009774
158.0,58120.0,58122.0,16.0,2.7930969646407044,168.2732451321148
160.0,58120.0,58122.0,16.0,2.739650673253513,173.73342851299103
161.0,49606.0,49607.0,16.0,3.107571699050296,158.75453574914164
161.0,58120.0,58121.0,16.0,3.206278357191882,173.9750097348588
164.0,49606.0,49607.0,16.0,3.2010941270646063,162.8096275327137
165.0,37609.0,37611.0,16.0,2.654277894778916,159.84585013268006
168.0,5092.0,5094.0,16.0,3.0993063456518333,167.40642886096464
168.0,58120.0,58121.0,16.0,2.922480009945385,173.10872733154312
169.0,58120.0,58121.0,16.0,2.657181906431336,167.47244007965517
170.0,58120.0,58121.0,16.0,2.997998809074885,161.8435425342048
171.0,4321.0,4323.0,16.0,3.112859618384009,160.0964350125976
173.0,58120.0,58121.0,16.0,2.8317828416483906,157.31244199315807
174.0,58120.0,58121.0,16.0,2.6478311075808554,166.47543628479593
177.0,58120.0,58122.0,16.0,2.891314282893269,159.69715875767284
178.0,58120.0,58122.0,16.0,2.693734523094001,161.98548056331393
179.0,58120.0,58122.0,16.0,2.8188844066572525,153.639669708564
180.0,58120.0,58122.0,16.0,2.7091890670312315,167.47814591001358
181.0,58120.0,58122.0,16.0,2.6748811198398,174.775254029861
182.0,58120.0,58122.0,16.0,3.1081348217699354,174.01631628006444
183.0,58120.0,58122.0,16.0,2.8286582251368753,156.3393608646699
184.0,58120.0,58122.0,16.0,2.7140220965414468,159.59750589091337
185.0,58120.0,58121.0,16.0,2.768641618018978,161.1470784884189
186.0,58120.0,58121.0,16.0,2.6981464145042855,176.07981388097997
187.0,58120.0,58121.0,16.0,2.585267113794593,169.86816349015157
191.0,58120.0,58122.0,16.0,2.689718422853675,166.93176758188494
192.0,58120.0,58122.0,16.0,3.058173299792967,153.88476872313805
205.0,48214.0,48215.0,16.0,3.150428930020702,156.0681605823115
206.0,59848.0,59850.0,16.0,2.817461716223359,156.39365806889361
208.0,8818.0,8820.0,16.0,2.9372806764381263,151.1201243325159
210.0,59848.0,59850.0,16.0,2.655760644888301,151.0624670500211
213.0,59848.0,59850.0,16.0,2.76466869065006,161.28188310830558
214.0,59848.0,59850.0,16.0,2.823366051606699,173.43674617480718
215.0,59848.0,59850.0,16.0,2.9778064223719802,166.04574453155993
216.0,59848.0,59850.0,16.0,2.681301624865716,160.2990976381258
217.0,37858.0,37860.0,16.0,2.751982118480408,153.55782983330064
219.0,17716.0,17717.0,16.0,2.919264272747263,160.4514730225998
220.0,17716.0,17717.0,16.0,2.620476199416091,160.7738415042066
220.0,42676.0,42677.0,16.0,2.7803000544899663,170.53264250616778
221.0,42676.0,42677.0,16.0,2.802340009820946,163.89872819702904
222.0,42676.0,42677.0,16.0,2.7466707698744126,164.91448541038875
230.0,42676.0,42678.0,16.0,2.639284601789828,154.4331545332969
231.0,42676.0,42678.0,16.0,2.77579061186769,165.94590567533484
232.0,42676.0,42678.0,16.0,2.7772850751044276,164.57974820319404
233.0,42676.0,42678.0,16.0,2.6599829646581648,175.79135148815902
234.0,19372.0,19373.0,16.0,2.859755545366907,157.1291286438204
234.0,42676.0,42678.0,16.0,2.730475785750884,153.39527220074777
236.0,42676.0,42677.0,16.0,2.7773883583682433,158.81571721326713
237.0,53074.0,53076.0,16.0,3.3407327939725318,164.26928482881922
239.0,53074.0,53076.0,16.0,3.133194677567796,167.8955832121738
241.0,42676.0,42677.0,16.0,2.675334278041342,151.01441698092708
243.0,30793.0,30795.0,16.0,3.4509999827959206,160.41033374794648
243.0,42676.0,42677.0,16.0,2.703719843173479,162.95128190815416
248.0,19372.0,19374.0,16.0,2.722552874717571,169.05048059553567
249.0,19372.0,19374.0,16.0,2.7620451809639412,169.016991541089
250.0,19372.0,19374.0,16.0,2.6452616835628318,168.39042647204275
252.0,42676.0,42677.0,16.0,2.77830948654199,164.7270080481541
253.0,36172.0,36174.0,16.0,2.79046753634683,168.34793465866827
254.0,42676.0,42677.0,16.0,3.0921516772536854,173.21756709304483
256.0,33208.0,33210.0,16.0,3.3012896823210522,151.4999642387684
258.0,32368.0,32369.0,16.0,2.5619934481824016,155.2228389450218
258.0,42676.0,42678.0,16.0,2.6996258114482714,168.40521820904303
259.0,42676.0,42678.0,16.0,2.89040115387916,170.0063830485048
260.0,42676.0,42678.0,16.0,3.0339132120123784,162.7809784694419
261.0,42676.0,42678.0,16.0,2.942350309039924,178.86283148009323
262.0,42676.0,42678.0,16.0,3.074105137014298,169.91355222049452
263.0,60766.0,60767.0,16.0,2.769874518794074,162.9263788246434
265.0,42676.0,42678.0,16.0,2.712803705790064,156.2723872321046
266.0,42676.0,42678.0,16.0,2.820000715587115,151.7154124367082
271.0,6619.0,6621.0,16.0,2.677497565777871,158.50262726312752
272.0,6619.0,6621.0,16.0,2.818242413011394,168.28487433972631
275.0,6619.0,6621.0,16.0,2.826538422963221,157.6277742432854
278.0,6619.0,6621.0,16.0,3.3532986687694684,160.04381072400358
279.0,6619.0,6621.0,16.0,2.804355599176239,164.78685795609132
282.0,50692.0,50694.0,16.0,3.1708835597446976,152.02782246535727
283.0,6619.0,6621.0,16.0,2.838661689303278,171.19890439884344
284.0,6619.0,6621.0,16.0,2.747454662434177,172.6262645972972
285.0,6619.0,6621.0,16.0,3.128243589765091,163.3182188259099
286.0,33814.0,33816.0,16.0,3.0421199362362814,173.9554086530892
287.0,6619.0,6621.0,16.0,3.1047186473690873,150.04269054975478
289.0,6619.0,6620.0,16.0,2.8064391473870596,158.68129245405095
294.0,61855.0,61857.0,16.0,2.5962657364705004,164.23387701712457
296.0,6619.0,6621.0,16.0,2.6439761495024054,161.8017457412835
298.0,6619.0,6620.0,16.0,2.9049482871149612,167.41770815954257
299.0,17914.0,17916.0,16.0,3.120560885966385,166.02523400300885
300.0,6619.0,6620.0,16.0,2.988879931559113,161.11059542065078
301.0,8113.0,8114.0,16.0,3.154267700424932,155.04135960109863
303.0,17890.0,17891.0,16.0,2.9282918288112185,171.02248904416243
304.0,17890.0,17891.0,16.0,2.753418390448913,172.97425587962098
308.0,25078.0,25080.0,16.0,2.9017374046109805,154.98336971110774
310.0,21655.0,21656.0,16.0,2.825346119344201,152.05514342998305
311.0,21655.0,21656.0,16.0,3.088962689384015,160.99156421096836
311.0,25078.0,25080.0,16.0,3.1839934572433917,152.94181705289486
312.0,25078.0,25080.0,16.0,3.0907068970220006,159.29033219488173
313.0,39286.0,39287.0,16.0,2.6338754166703002,157.3146528150514
315.0,39286.0,39287.0,16.0,2.955367985794047,150.63777614516425
316.0,39286.0,39287.0,16.0,2.8661653080258764,157.39588757540872
319.0,39286.0,39287.0,16.0,2.841936206821773,170.25571546676343
321.0,39286.0,39287.0,16.0,2.7236382601717137,166.22058520314562
322.0,39286.0,39287.0,16.0,3.0649462841343085,172.82047137157727
323.0,24481.0,24483.0,16.0,2.704326427523116,166.83276340099593
324.0,24481.0,24483.0,16.0,2.7803067110643354,153.15267633588041
325.0,24481.0,24482.0,16.0,2.854189642623044,158.79844119902077
328.0,24481.0,24483.0,16.0,2.842161780972833,163.4610473061825
331.0,24481.0,24483.0,16.0,3.1328735342117926,165.10142333962705
332.0,24481.0,24483.0,16.0,2.9236107863163987,167.33832756316963
333.0,49606.0,49608.0,16.0,2.531817401625186,153.643227019586
335.0,24481.0,24483.0,16.0,2.6715895552247284,160.22657345753697
339.0,8542.0,8543.0,16.0,3.3020308580408804,170.29471472618118
339.0,24481.0,24483.0,16.0,2.8477695161175136,168.14830507655702
341.0,52408.0,52410.0,16.0,2.9422790227950735,151.50629793463406
347.0,62197.0,62198.0,16.0,2.95286249008962,151.24040661980504
349.0,62197.0,62198.0,16.0,2.688306476926269,154.86859584506607
351.0,24481.0,24483.0,16.0,3.025840756071932,153.53735320623068
352.0,24481.0,24483.0,16.0,2.9521689661652877,167.22110347950448
353.0,24481.0,24483.0,16.0,2.6164254380045935,156.59700538924997
353.0,40774.0,40775.0,16.0,2.7463631850362367,172.87607840075106
354.0,24481.0,24483.0,16.0,2.9274708026974117,157.12205867883176
354.0,40774.0,40776.0,16.0,3.240278697521299,166.95633219955027
357.0,24481.0,24483.0,16.0,2.6613883662362636,171.2146739842919
358.0,24481.0,24483.0,16.0,2.757443383751263,151.44051376170097
359.0,24481.0,24483.0,16.0,2.747671145618528,172.08715806557765
361.0,24481.0,24483.0,16.0,2.8746684334845556,175.1000620508227
363.0,24481.0,24483.0,16.0,2.805103692707326,154.68500403461525
364.0,24481.0,24483.0,16.0,3.117404179198164,151.25344566097024
365.0,24481.0,24483.0,16.0,2.875987153493712,177.3766074436509
365.0,45139.0,45140.0,16.0,2.9805024335829504,156.90548559322005
366.0,24481.0,24483.0,16.0,2.769856296236691,159.48581392630663
368.0,24481.0,24483.0,16.0,2.6313855641314587,165.20321608689414
370.0,24481.0,24482.0,16.0,2.8110349197986695,161.74131801608158
370.0,26020.0,26022.0,16.0,2.889759530921395,163.76892920741705
375.0,24217.0,24218.0,16.0,3.3186455360218634,175.9358677362549
382.0,33268.0,33269.0,16.0,2.757825838346717,155.033524096434
386.0,39886.0,39888.0,16.0,2.7035923275392646,156.4867405189801
387.0,5317.0,5318.0,16.0,3.348520606586017,154.01026092881196
387.0,39886.0,39888.0,16.0,2.9215904464696507,155.87024223641646
388.0,39886.0,39887.0,16.0,2.581747299288556,176.36339408371194
389.0,39886.0,39887.0,16.0,2.981895372131058,168.09569896202865
390.0,9628.0,9629.0,16.0,3.3021525272483396,154.02872561455035
391.0,9628.0,9629.0,16.0,3.0720352636052035,158.62346929927747
391.0,49606.0,49608.0,16.0,2.770724332383323,152.2510828673669
392.0,49606.0,49607.0,16.0,2.9108945108804276,152.06265632646074
393.0,49606.0,49607.0,16.0,2.5771841208123885,160.07345023337137
394.0,60886.0,60888.0,16.0,3.29869808580193,151.6315775439633
396.0,16306.0,16307.0,16.0,2.5138992518923087,160.5471450670657
397.0,56305.0,56306.0,16.0,2.831780119869474,161.2470728956421
398.0,59347.0,59348.0,16.0,2.926736698651743,157.1417049455962
404.0,56305.0,56306.0,16.0,3.0560760663825604,157.22174977493637
407.0,20782.0,20784.0,16.0,2.7496384278940535,158.57912378786307
409.0,20782.0,20783.0,16.0,2.76456290064463,167.08595494432666
409.0,29563.0,29564.0,16.0,3.163670749448347,153.0617842567705
412.0,20782.0,20783.0,16.0,2.9351654896243167,152.61286321656587
415.0,20782.0,20783.0,16.0,2.951980972866718,166.53231187111425
415.0,61339.0,61341.0,16.0,2.935660576929581,169.80394502418102
418.0,34312.0,34314.0,16.0,2.952862120019449,150.63856965245475
419.0,34312.0,34314.0,16.0,2.748488837515894,159.41922530720964
423.0,39742.0,39744.0,16.0,2.621695413222695,164.27835156125226
427.0,20782.0,20784.0,16.0,2.6476032798995908,153.41064060894993
428.0,20782.0,20784.0,16.0,2.999548289122077,167.40077824948818
429.0,2509.0,2510.0,16.0,3.0744302510235286,153.45670038484676
430.0,37129.0,37130.0,16.0,3.1365289712019195,176.5782756176822
433.0,2509.0,2510.0,16.0,3.3276567252509013,162.86180081917348
434.0,2509.0,2510.0,16.0,3.1208465299127295,156.92399551290282
435.0,2509.0,2510.0,16.0,3.0213408404414293,152.22787759998982
436.0,2509.0,2510.0,16.0,3.000480921037604,166.69186915965034
437.0,37129.0,37131.0,16.0,2.710441660521506,156.80485337599302
439.0,2509.0,2510.0,16.0,3.03153233123627,161.93377769410947
440.0,2509.0,2510.0,16.0,2.8158348055798355,174.2084994949805
445.0,48553.0,48555.0,16.0,2.8563453400476218,172.64043137442528
448.0,48553.0,48554.0,16.0,2.940577684186719,152.05691665805722
449.0,51163.0,51164.0,16.0,2.8720041288632836,153.43383244996406
450.0,48553.0,48554.0,16.0,2.921424491710775,159.7136362329865
451.0,51163.0,51164.0,16.0,2.8205298434107595,173.12433905340978
452.0,48553.0,48554.0,16.0,2.9666482963346352,167.59532830679217
454.0,21472.0,21473.0,16.0,2.56413382471082,156.72505481177393
455.0,21472.0,21474.0,16.0,2.7281696379691165,164.9552344115332
457.0,48553.0,48554.0,16.0,3.1212338768685046,156.10006394131753
457.0,51163.0,51165.0,16.0,3.0627603518737136,162.34625090306403
458.0,48553.0,48554.0,16.0,2.623302265216399,167.35364596888917
460.0,21472.0,21473.0,16.0,2.6922473536732596,159.06640994856994
462.0,21472.0,21474.0,16.0,3.3565458895222173,171.49243717049666
467.0,21397.0,21398.0,16.0,2.7728309001972464,163.22751472886114
468.0,8542.0,8544.0,16.0,3.20345259600213,171.4912807232345
468.0,21397.0,21398.0,16.0,3.0892708580422257,154.00923647903775
470.0,21472.0,21474.0,16.0,2.875709670881261,164.42649303261464
473.0,2509.0,2510.0,16.0,2.9905700815754597,171.8635816542472
474.0,2509.0,2510.0,16.0,3.3544146204905476,150.0405042323705
476.0,31522.0,31524.0,16.0,2.757266784899742,162.3368416869522
477.0,2509.0,2510.0,16.0,2.8185419882259106,165.40953296233403
482.0,2509.0,2510.0,16.0,3.4117845003786855,160.6861896195567
485.0,28744.0,28746.0,16.0,2.6092335777646376,170.63607131167873
486.0,2509.0,2511.0,16.0,2.8115834124949033,173.44897233140776
488.0,2308.0,2309.0,16.0,2.7177557958994267,164.81981631222334
488.0,2509.0,2511.0,16.0,3.0826465039952806,175.3891395478628
490.0,2509.0,2510.0,16.0,3.0140649880264685,169.76955391909377
491.0,2509.0,2510.0,16.0,2.7352700068231806,166.13392698022577
492.0,62116.0,62117.0,16.0,2.8720393516832496,152.88157858268843
496.0,2509.0,2511.0,16.0,3.2022241433086642,152.1693677574337
496.0,57826.0,57827.0,16.0,2.8884261095120283,156.36286662697648
501.0,57826.0,57827.0,16.0,2.8085781011788304,175.76399174664868
503.0,27046.0,27048.0,16.0,3.035734021991662,156.9366927749601
511.0,57826.0,57828.0,16.0,3.0314356059543432,172.89610696419328
512.0,48544.0,48545.0,16.0,3.30463215494287,162.37533202744243
513.0,57826.0,57828.0,16.0,2.8543808415152827,157.8814798149501
516.0,62116.0,62117.0,16.0,2.848891002537657,154.39404175003398
517.0,62116.0,62118.0,16.0,2.9022390317705145,152.89358199057722
518.0,49906.0,49907.0,16.0,2.612758582702151,151.0361394009001
522.0,8365.0,8367.0,16.0,3.3701652584028734,168.35794129194036
526.0,30625.0,30626.0,16.0,2.796657998505623,161.2487514356594
527.0,8365.0,8366.0,16.0,2.744561171228993,153.29081674671502
528.0,8365.0,8366.0,16.0,2.676622268995541,170.4589484805085
529.0,8365.0,8366.0,16.0,2.7705943223746496,150.7094123244796
530.0,8365.0,8366.0,16.0,2.6619915470427076,157.16409951529164
531.0,52429.0,52430.0,16.0,2.841143394176265,168.47503181917298
534.0,8365.0,8366.0,16.0,2.513104001592193,157.49874425892568
535.0,8365.0,8366.0,16.0,3.0233976016179853,162.8905626367883
535.0,28120.0,28121.0,16.0,2.953692669346367,158.91648339843843
536.0,8365.0,8366.0,16.0,2.648862744900314,165.54999542249084
538.0,8365.0,8366.0,16.0,2.647815734576281,166.4613230643057
540.0,8365.0,8366.0,16.0,2.7904158871771676,160.823314199076
541.0,8365.0,8366.0,16.0,2.6076363255818644,161.32477462282597
542.0,8365.0,8366.0,16.0,2.6594014797450916,150.6219375775863
544.0,29167.0,29168.0,16.0,2.6996509182075554,152.05948185439195
545.0,8365.0,8366.0,16.0,2.6300571472780283,158.75157657396608
546.0,8365.0,8367.0,16.0,2.570410338091922,151.06628258399525
546.0,20038.0,20039.0,16.0,2.9176199146769104,153.1863237327162
547.0,20038.0,20040.0,16.0,2.7668248371485227,151.9044345935896
548.0,8365.0,8367.0,16.0,2.654092601078121,171.75294069192154
550.0,8365.0,8367.0,16.0,3.184229729439126,151.2292679638008
552.0,8365.0,8367.0,16.0,2.8438361125285514,173.90088189659795
556.0,29800.0,29802.0,16.0,2.6778731653081036,154.58946598286116
557.0,8365.0,8367.0,16.0,2.6574802698058937,169.08517037039002
558.0,8365.0,8367.0,16.0,2.920446944055276,151.64090817761362
558.0,14677.0,14678.0,16.0,2.728628347733438,159.87193641405227
561.0,55444.0,55446.0,16.0,3.0051477836003424,158.46219941340274
564.0,56263.0,56265.0,16.0,2.861327793998621,150.64478596432104
565.0,56263.0,56264.0,16.0,2.7651059047488307,166.0944662647247
566.0,52429.0,52430.0,16.0,2.9489151903402875,151.9974713364137
566.0,56263.0,56264.0,16.0,2.6042493054532088,167.0732014377943
567.0,52429.0,52430.0,16.0,2.7088037942165797,157.12753259022475
569.0,56488.0,56490.0,16.0,2.8893936831497817,163.69398144330106
569.0,63751.0,63752.0,16.0,2.926382037885986,161.62847687471722
570.0,56488.0,56490.0,16.0,2.8841151733193806,150.12928897703176
570.0,63751.0,63752.0,16.0,3.0700002092480756,174.39731765393276
571.0,30043.0,30044.0,16.0,2.683840993035281,157.0479933070656
572.0,30043.0,30044.0,16.0,3.025724477885063,154.13298861012532
573.0,27934.0,27936.0,16.0,2.7752681513880386,165.80455506280245
574.0,30043.0,30044.0,16.0,2.8715496872761244,151.83497493763662
575.0,30043.0,30044.0,16.0,2.978724695180161,158.50419580036487
576.0,30043.0,30044.0,16.0,2.8911090229413077,175.7311049755013
577.0,30043.0,30044.0,16.0,3.0328552652703578,152.80537146246445
578.0,30043.0,30044.0,16.0,2.9563100807100975,173.68042764982056
579.0,52246.0,52248.0,16.0,2.774561598545798,159.26749780582335
580.0,52246.0,52247.0,16.0,2.7650866039352384,153.8167801362769
583.0,1498.0,1500.0,16.0,2.909500990158593,155.60954269535566
583.0,56263.0,56264.0,16.0,2.713041153196635,150.09421506062236
584.0,1498.0,1500.0,16.0,3.481305108815806,161.77826410495516
587.0,30043.0,30045.0,16.0,2.757858826426747,159.04959251316873
588.0,1498.0,1500.0,16.0,3.0413486103599054,164.3223723068411
591.0,2089.0,2091.0,16.0,2.861080238383455,171.21608268302774
594.0,41647.0,41649.0,16.0,2.7051061913145347,161.68635232045537
595.0,41647.0,41649.0,16.0,2.9786106384543602,155.72695813789628
596.0,41647.0,41649.0,16.0,2.9610334294045924,167.9282786924876
600.0,8365.0,8366.0,16.0,2.9880781370485847,162.5685181534984
600.0,31297.0,31299.0,16.0,2.8410255685685857,172.21793551400984
601.0,45868.0,45870.0,16.0,3.3076126062919875,173.6325061272033
604.0,45868.0,45870.0,16.0,2.8246429086357,153.69513781926454
609.0,29800.0,29802.0,16.0,2.726701245617838,154.11201059283968
610.0,29800.0,29802.0,16.0,2.712800436829888,171.62641160931693
615.0,37609.0,37610.0,16.0,2.784921579040387,164.49789644123837
618.0,37609.0,37610.0,16.0,3.0158398755574174,159.32710707797486
619.0,37609.0,37611.0,16.0,2.7551614820524555,156.60193816826938
622.0,30928.0,30930.0,16.0,3.080275410120932,164.1287478510825
625.0,22774.0,22776.0,16.0,3.391308264383623,174.59799880378134
625.0,30928.0,30929.0,16.0,2.6931990207931777,153.4174343018587
626.0,30928.0,30929.0,16.0,2.7834001844483853,155.3359940927332
629.0,30928.0,30929.0,16.0,2.7058984666402894,174.60402702464796
630.0,30928.0,30929.0,16.0,2.8730115910087624,176.07992571881306
631.0,30928.0,30929.0,16.0,3.127777773984773,160.0344663779328
632.0,30928.0,30929.0,16.0,3.009932609191697,175.38044232165882
632.0,41083.0,41084.0,16.0,2.82079860809258,150.40586705115086
634.0,30928.0,30929.0,16.0,2.613161252363232,163.36269631369638
635.0,30928.0,30930.0,16.0,2.936986757398867,156.6805867711292
636.0,30928.0,30930.0,16.0,2.780664896832669,161.22447617132136
637.0,30928.0,30930.0,16.0,3.0779523736700622,150.04114804009183
638.0,30928.0,30930.0,16.0,2.6406799201259394,165.2513480636826
639.0,30928.0,30930.0,16.0,2.7990520488097808,169.91520878436324
640.0,30928.0,30930.0,16.0,2.748834948508997,173.95329888818492
644.0,47107.0,47108.0,16.0,2.8365462726100095,165.4396955088231
645.0,30928.0,30930.0,16.0,3.18422793812956,150.82353219000058
646.0,34969.0,34971.0,16.0,2.9445712865527978,151.07737183623203
